ref_article,designation,marque,famille,next_year,avg_forecast,trend_pct,trend_label,data_points
TRBSA7.3,TEINT RB SANS AMONIAQUE 60ML 7.3,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1496.514185583289,-71.9395577416251,Downtrend,4
HZACMASC200ML,H ZONE ARGAN ACTIVE DEEP MASK 200ML,H. ZONE,IALO,2023,1493.1625399999998,-58.75215567744752,Downtrend,2
RBT/66,TEINT RENEE BLANCHE 66 INT VIOLET 60ML,RENEE BLANCHE,COLORATION 60ML,2026,1490.9707991249998,-86.33064555290221,Uptrend,5
TRBSA8.31,TEINT RB SANS AMONIAQUE 60ML 8.31,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1481.731279666689,-64.23119646673183,Downtrend,4
OXY-30V_1L,ACTIVATEUR RB SANS AMONIAQUE 30V 1L,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1477.103383666641,24378.819969742814,Uptrend,4
PA0479,CADIVEU ESSENTIALS -BB LEAVE-IN FRIZZ KILLER 120ML,CADIVEU,SOINS CAPILLAIRES,2026,1468.5733931666664,-106.08628674133809,Downtrend,4
8006569715920,TEINT IALO 4.35 100ML,H. ZONE,IALO,2026,1420.0860154732206,30.594765213743237,Uptrend,6
TRBSA1.1,TEINT RB SANS AMONIAQUE 60ML 1.1,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1408.9831354999997,-79.90606583198189,Downtrend,4
TRBSA9.13,TEINT RB SANS AMONIAQUE 60ML 9.13,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1391.0023748333433,-70.14813819745385,Downtrend,4
RBT/0.0,TEINT RENEE BLANCHE 0.0 NEUTRE 60ML,RENEE BLANCHE,COLORATION 60ML,2026,1381.3623249583334,-91.99522308142068,Uptrend,5
HZACSHP150ML,H ZONE ARGAN ACTIVE SHINE SPRAY 150ML,H. ZONE,IALO,2022,1377.1370000000002,0.0,Stable,1
TRBSA7.14,TEINT RB SANS AMONIAQUE 60ML 7.14,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1364.7385034999568,-63.77447022260583,Downtrend,4
HZKAM200ML,H ZONE KERATINE ACTIVE DEEP REPAIR MASK 200ML,H. ZONE,IALO,2023,1353.9828650000006,-77.3377249545156,Downtrend,2
IATCRS800,IALO THERAPY COLOR RESIST SHAMPOO 800 ML,H. ZONE,IALO,2026,1353.4319918333338,-90.26251058241618,Stable,4
HZTT10.1E,TEINT HZ TRESOR SA 10.1 EXTRA,H. ZONE,TRESOR,2026,1339.6761995666666,-84.70171888130396,Downtrend,5
PA0105,CADIVEU -HAIR REMDEDY MASK -500ML,CADIVEU,SOINS CAPILLAIRES,2025,1305.4516483333628,956.3319963232223,Uptrend,3
TRBSA6.5,TEINT RB SANS AMONIAQUE 60ML 6.5,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1304.5973588333252,-61.21661705415997,Downtrend,4
RBPM400G,RB P.MECHE BLANC 400G,RENEE BLANCHE,COLORATION 60ML,2026,1294.5093462166749,-92.10077452966387,Downtrend,5
PA0080,BRASIL CACAU - EXTREME REPAIR - CONDITIONNER 300ML,CADIVEU,SOINS CAPILLAIRES,2026,1268.7682138332889,-129.33807741627652,Downtrend,5
PA0560,CADIVEU PROFES NUTRI GLOW SULFAT FREE SHAMP250ML,CADIVEU,SOINS CAPILLAIRES,2026,1264.9656449999811,-49.09085462794561,Downtrend,2
8006569716194,TEINT IALO VIOLA 100ML,H. ZONE,IALO,2026,1241.5791860001789,-22.37823461384623,Downtrend,6
PA0562,CADIVEU PROFES NUTRI GLOW NOURI MASK 200ML,CADIVEU,SOINS CAPILLAIRES,2026,1228.7028449999998,-52.121190173450714,Downtrend,2
HZTT11.7,TEINT HZ TRESOR SA 11.7,H. ZONE,TRESOR,2026,1218.8045924166418,-57.86441889975018,Downtrend,5
IATUBS800,IALO THERAPY UNLIMITED BLOND SHAMPOO 800 ML,H. ZONE,IALO,2026,1207.7478735833329,-89.54509272789916,Uptrend,4
HZKAS1000ML,H ZONE KERATINE ACTIVE SHAMPOO 1000ML,H. ZONE,IALO,2024,1179.0080449999998,-105.03136696212269,Downtrend,3
REV1LV10,REVELATEUR 10V 1000ML,H. ZONE,TRESOR,2026,1157.3744593833326,1280.6944520013785,Uptrend,5
HZTT10.0E,TEINT HZ TRESOR SA 10.0 EXTRA,H. ZONE,TRESOR,2026,1140.4924583583334,-78.17157232303931,Stable,5
HZTT10.13E,TEINT HZ TRESOR SA 10.13 EXTRA,H. ZONE,TRESOR,2026,1123.5978653416669,-77.40061345355811,Downtrend,5
TRBSA6.3,TEINT RB SANS AMONIAQUE 60ML 6.3,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1116.7546435000133,-71.37389424848818,Downtrend,4
PA0652,BRASIL CACAU - BOTOX VEGAN 110 ML,CADIVEU,LISSAGE,2026,1114.6313333333421,-109.58458950495915,Downtrend,3
HZONETN/7.0,TEINT H ZONE S/A100ML 7.0 NEW,H. ZONE,IALO,2023,1109.8724916666667,-104.10201353158044,Downtrend,3
TRBSA6.6,TEINT RB SANS AMONIAQUE 60ML 6.6,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1101.812364416658,-62.52888523307523,Downtrend,4
TRBSA9.31,TEINT RB SANS AMONIAQUE 60ML 9.31,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1099.3138621666892,-71.03633724717267,Downtrend,4
PA0332,CADIVEU-BLONDE RECON-PH BALANCING MASK 1L -3-,CADIVEU,SOINS CAPILLAIRES,2025,1083.6758649999788,197.27081538539503,Uptrend,2
PA0101,CADIVEU-HAIR REMEDY-CONDITIONER 250 ML  ,CADIVEU,SOINS CAPILLAIRES,2026,1076.3689684688727,-186.49009729431265,Downtrend,6
TRBSA8.3,TEINT RB SANS AMONIAQUE 60ML 8.3,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,1064.810418916653,-69.73577388616653,Downtrend,4
HZKACOND1000ML,H ZONE KERATINE ACTIVE CONDITIONER 1000ML,H. ZONE,IALO,2023,1038.0953549999997,-80.95236285604983,Downtrend,2
HZACSH1000ML,H ZONE ARGAN ACTIVE SHAMPOO 1000ML,H. ZONE,IALO,2024,1036.7076199999997,-108.68203322301173,Downtrend,3
8006569145642,TEINT IALO NEUTRE 100ML,H. ZONE,IALO,2026,1007.5495966340891,-19.103246087412806,Downtrend,6
HZTTVL,TEINT HZ TRESOR SA VIOLET,H. ZONE,TRESOR,2026,999.1892452083335,-75.76400044761178,Downtrend,5
RBSA6.31,TEINT RB SANS AMONIAQUE 60ML 6.31,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,998.706236583311,-65.03561851188627,Downtrend,4
TRBSA4.14,TEINT RB SANS AMONIAQUE 60ML 4.14,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,979.2784842499996,-83.99248224541154,Downtrend,4
IATMRM800,IALO THERAPY MAX REPAIR MASQUE 800 ML,H. ZONE,IALO,2026,965.0970569166667,-102.3323302660073,Uptrend,4
HZONETN/8.01,TEINT H ZONE S/A100ML 8.01 NEW,H. ZONE,IALO,2023,956.6533649999999,-102.90107121826055,Downtrend,3
HZTTRG,TEINT HZ TRESOR SA ROUGE,H. ZONE,TRESOR,2026,937.1029313333365,-71.09669285591352,Downtrend,5
TRBSA9.3,TEINT RB SANS AMONIAQUE 60ML 9.3,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,901.5726099166658,-77.05832677508981,Downtrend,4
RBSA7.34,TEINT RB SANS AMONIAQUE 60ML 7.34,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,897.3679938333426,-75.05808579154386,Downtrend,4
TRBSA5.3,TEINT RB SANS AMONIAQUE 60ML 5.3,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,897.3253957499996,-80.29771210618844,Downtrend,4
PA0568,CADIVEU PROF NUTRI GLOW NOUR MASK 980ML,CADIVEU,SOINS CAPILLAIRES,2026,865.2691299999808,-41.69093998643515,Downtrend,2
HZACCOND250ML,H ZONE ARGAN ACTIVE CONDITIONER 250ML,H. ZONE,IALO,2024,862.849125,-103.36926812912142,Downtrend,3
HZONETN/6.01,TEINT H ZONE S/A100ML 6.01 NEW,H. ZONE,IALO,2023,844.7166066666668,-101.51163057989339,Downtrend,3
TRBSA6.34,TEINT RB SANS AMONIAQUE 60ML 6.34,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,843.777810083347,-75.73316295936957,Downtrend,4
HZKACOND250ML,H ZONE KERATINE ACTIVE CONDITIONER 250ML,H. ZONE,IALO,2024,815.8991483333333,-103.59479400977519,Downtrend,3
OXY-40V,ACTIVATEUR RB SANS AMONIAQUE 40V 90ML,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,808.9659088333433,-63.0409158203438,Downtrend,4
TRBSA8.14,TEINT RB SANS AMONIAQUE 60ML 8.14,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,806.7171110833331,-80.48939401361879,Downtrend,4
PA0565,CADIVEU PROFES NUTRI GLOW MIRACLE BOOSTER 200ML,CADIVEU,SOINS CAPILLAIRES,2026,798.7733399999997,-63.35526978541475,Downtrend,2
IATPVM800,IALO THERAPY PRO VITALITY MASQUE 800 ML,H. ZONE,IALO,2026,789.6303026666666,-106.08439544958075,Stable,4
PA0477,CADIVEU ESSENTIALS -BB CONDITIONNER 250ML,CADIVEU,SOINS CAPILLAIRES,2026,785.5813497499997,-88.1486179125071,Downtrend,4
PA0503,CADIVEU ESSENTIALS -QS CONDITIONNER 250 ML,CADIVEU,SOINS CAPILLAIRES,2026,762.2061678333332,-103.45457153918869,Downtrend,4
HZD,H ZONE CREME DECOLORANTE 150ML,H. ZONE,IALO,2022,755.8577399999999,-52.52525252525253,Downtrend,2
HZKASPT150ML,H ZONE KERATINE ACTIVE SPLIT ENDS 150ML,H. ZONE,IALO,2023,748.92831,-64.70588235294117,Downtrend,2
PA0334,CADIVEU-BLOND KEEPER SHAM 250 ML -1-,CADIVEU,SOINS CAPILLAIRES,2023,734.7050000000004,0.0,Stable,1
8006569716163,TEINT IALO 11.3 100ML,H. ZONE,IALO,2026,714.9452353978841,-13.329869907181541,Downtrend,6
PA0335,CADIVEU-BLONDE -RECONSTRUCTIVE MASK 200 ML -2-,CADIVEU,SOINS CAPILLAIRES,2023,705.1169999999996,0.0,Stable,1
PA0561,CADIVEU PROFES NUTRI GLOW NOUR CONDITIONNER 250ML,CADIVEU,SOINS CAPILLAIRES,2026,694.5990149999886,79.999950820559,Uptrend,2
TRBSA9.21,TEINT RB SANS AMONIAQUE 60ML 9.21,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,694.5937359166666,-76.7039207584451,Downtrend,4
HZTT10.3E,TEINT HZ TRESOR SA 10.3 EXTRA,H. ZONE,TRESOR,2026,685.0994644333331,-78.45040930115204,Uptrend,5
TRBSA10.3,TEINT RB SANS AMONIAQUE 60ML 10.3,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,674.3469934166667,-86.09907946774031,Downtrend,4
KP0036,BRASIL CACAU - ECO KERATIN KIT 110 ML ,CADIVEU,LISSAGE,2026,642.9803317727777,-243.45939028037645,Uptrend,6
6192488209120,TEINT HZ TRESOR SA VERDE,H. ZONE,TRESOR,2026,641.3743899999997,-63.12133373278074,Downtrend,2
PA0331,CADIVEU-BLONDE RECONSTRUCTOR-FIBER FILLER 1L -2-,CADIVEU,SOINS CAPILLAIRES,2026,632.1566816666696,-77.67846410858965,Downtrend,3
IATCRM800,IALO THERAPY COLOR RESIST MASQUE 800 ML,H. ZONE,IALO,2026,625.1748645833331,-103.49515725566474,Uptrend,4
PA0569,Cadiveu Professional Nutri Glow Nourishing Wax 500ML,CADIVEU,SOINS CAPILLAIRES,2026,619.199375000027,-42.279948697060995,Downtrend,2
TRBSAB,TEINT RB SANS AMONIAQUE 60ML BLEU,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,607.417115999979,-88.728793836867,Downtrend,4
HZONETN/4.0,TEINT H ZONE S/A100ML 4.0 NEW,H. ZONE,IALO,2023,598.8793800000001,-103.04782763997409,Downtrend,3
TRBSA8.21,TEINT RB SANS AMONIAQUE 60ML 8.21,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,590.8258988333333,-73.33412498380716,Downtrend,4
HZACCOND1000ML,H ZONE ARGAN ACTIVE CONDITIONER 1000ML,H. ZONE,IALO,2023,588.70735,-111.79135219767275,Downtrend,2
PA0329,CADIVEU-BLONDE RECON CLARIFYING SHAMP1L -1-,CADIVEU,SOINS CAPILLAIRES,2025,583.4008100000223,354.58349883674737,Uptrend,2
HZONETN/6.0,TEINT H ZONE S/A100ML 6.0 NEW,H. ZONE,IALO,2023,564.9593066666666,-105.48738580476696,Downtrend,3
TRBSA10.21,TEINT RB SANS AMONIAQUE 60ML 10.21,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,551.2988618333334,-75.20102638289784,Downtrend,4
TRBSAA,TEINT RB SANS AMONIAQUE 60ML ARGENT,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,535.7408815833335,-93.84802658196047,Downtrend,4
PA0566,Cadiveu Professional Nutri Glow Nourishing Shampoo 980ML,CADIVEU,SOINS CAPILLAIRES,2026,527.4029450000208,-41.69100535431187,Downtrend,2
OXY-40V_1L,ACTIVATEUR RB SANS AMONIAQUE 40V 1L,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,516.6423866666668,-1.2310381340329075,Stable,3
HZKAM500ML,H ZONE KERATINE ACTIVE DEEP REPAIR MASK 500ML,H. ZONE,IALO,2024,506.6805116666665,-116.23162066453223,Downtrend,3
IATUBM800,IALO THERAPY UNLIMITED BLOND MASQUE 800 ML,H. ZONE,IALO,2026,489.38824066666655,-102.15639018861273,Downtrend,4
HZONETN/7.01,TEINT H ZONE S/A100ML 7.01 NEW,H. ZONE,IALO,2025,489.3410741666666,-100.60440862763689,Uptrend,4
PA0567,CADIVEU PROF NUTRI GLOW NOURISHING CONDIT 980ML,CADIVEU,SOINS CAPILLAIRES,2026,470.0727900000087,-49.40977048026404,Downtrend,2
HZONETN/3.0,TEINT H ZONE S/A100ML 3.0 NEW,H. ZONE,IALO,2023,445.64168166666656,-106.47287635158251,Downtrend,3
HZAS,H ZONE AGELESS SERUM 50ML,H. ZONE,IALO,2022,445.1919000000001,-92.7107061503417,Downtrend,2
HZODRYNS200ML,H.Z OPTION DRYNESS  SHAMPOO CHEVEUX SEC 200ML,H. ZONE,IALO,2022,397.664425,-102.15020968356842,Downtrend,2
HZONETN/5.0,TEINT H ZONE S/A100ML 5.0 NEW,H. ZONE,IALO,2023,396.69181666666657,-103.90971606033716,Downtrend,3
PA0330,CADIVEU-BLONDE RECONSTRUCTOR -UNBROKEN BLONDE 1L,CADIVEU,SOINS CAPILLAIRES,2026,382.50674604762975,-82.09508723892002,Downtrend,4
TRBSAV,TEINT RB SANS AMONIAQUE 60ML VIOLET,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,363.9595445000001,-96.8885128783606,Downtrend,4
HZONETN/8.0,TEINT H ZONE S/A100ML 8.0 NEW,H. ZONE,IALO,2025,363.1790466666666,-100.78324169917377,Uptrend,4
PA0563,CADIVEU PROFESSIONAL NUTRI GLOW FLUID LEAVE-IN 215ML,CADIVEU,SOINS CAPILLAIRES,2026,361.44050000000004,-95.20616686434977,Downtrend,2
TRBSAR,TEINT RB SANS AMONIAQUE 60ML ROUGE,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,2026,356.20656858333336,-89.77086568115526,Downtrend,4
HZONETN/6.3,TEINT H ZONE S/A100ML 6.3 NEW,H. ZONE,IALO,2023,349.47113666666667,-105.05306580304318,Downtrend,3
HZONETN/10.0,TEINT H ZONE S/A100ML 10.0 NEW,H. ZONE,IALO,2023,334.3673900000001,-103.79321406876028,Downtrend,3
PA0333,CADIVEU-BLONDE RECONSTRUCTOR-BLONDE LOCK 200ML -4-,CADIVEU,SOINS CAPILLAIRES,2025,334.3456683333334,-70.15406069460124,Downtrend,3
HZORDS200ML,H.Z OPTION RAINBOW SHAMPOO CHEVEUX COLORES 200ML,H. ZONE,IALO,2022,329.57432500000004,-101.71011277500463,Downtrend,2
HZONETN/7.3,TEINT H ZONE S/A100ML 7.3 NEW,H. ZONE,IALO,2023,316.74647333333337,-110.73090186645757,Downtrend,3
HZOGRASS200ML,H.Z OPTION FRESH RAIN SHAMPOO CHEVEUX GRAS 200ML,H. ZONE,IALO,2022,304.40327499999995,-102.78959343159562,Downtrend,2
KP0007,CADIVEU-DETOX KIT HOME CARE,CADIVEU,SOINS CAPILLAIRES,2025,300.3544836166665,-137.58929528598858,Uptrend,5
HZONETN/3.1,TEINT H ZONE S/A100ML 3.1 NEW,H. ZONE,IALO,2023,291.122605,-105.04810313756296,Downtrend,3
HZOMDRYN200ML,H.Z OPTION DRYNESS MASQUE CHEVEUX SEC 200ML,H. ZONE,IALO,2022,284.56129999999996,-101.56551576238473,Downtrend,2
PA0077,CADIVEU-DETOX GREEN JUICE 220 ML  ,CADIVEU,SOINS CAPILLAIRES,2024,267.949413,-165.73402500920633,Downtrend,4
KP0041H,BRASIL CACAU - SMOOTHING PROTEIN HOMME KIT 110 ML,CADIVEU,LISSAGE,2023,267.56999999999994,0.0,Stable,1
RBT/33,TEINT RENEE BLANCHE 33 INT JAUNE 60ML,RENEE BLANCHE,COLORATION 60ML,2026,262.9615139166666,-99.28468660596945,Uptrend,5
KP0040H,BRASIL CACAU - RECONSTRUCTION HOMME KIT 110 ML ,CADIVEU,LISSAGE,2023,240.02999999999997,0.0,Stable,1
HZONETN/6.58,TEINT H ZONE S/A100ML 6.58 NEW,H. ZONE,IALO,2023,238.78980333333334,-106.02186334332349,Downtrend,3
HZONETN/9.0,TEINT H ZONE S/A100ML9.0 NEW,H. ZONE,IALO,2025,236.39907999999997,-101.12657388999338,Uptrend,4
HZOMSONTCU200ML,H.Z OPTION TWIST MASQUE CHEVEUX BOUCLES 200ML,H. ZONE,IALO,2022,233.951975,-87.60727862895045,Downtrend,2
HZONETN/7.34,TEINT H ZONE S/A100ML 7.34 NEW,H. ZONE,IALO,2022,229.08775000000003,-106.02409638554218,Downtrend,2
PA0336,CADIVEU-BLONDE RECONSTRUCTOR-ACIDIC MASK 200ML -3-,CADIVEU,SOINS CAPILLAIRES,2023,204.57599999999996,0.0,Stable,1
HZOMRDR200ML,H.Z OPTION RAINBOW MASQUE CHEVEUX COLORES 200ML,H. ZONE,IALO,2022,181.27609999999996,-105.05508749189889,Downtrend,2
HZONETN/10.3,TEINT H ZONE S/A100ML 10.3 NEW,H. ZONE,IALO,2023,176.57064166666663,-114.74668357641092,Downtrend,3
HZOSMOTCUS200ML,H.Z OPTION TWIST SHAMPOO CHEVEUX BOUCLES 200ML,H. ZONE,IALO,2022,168.87932499999994,-91.96422291515252,Downtrend,2
PA0313,BRASIL CACAU - EXTREME REPAIR- SHAMPOO 1L SULFATE FREE ,CADIVEU,SOINS CAPILLAIRES,2026,167.94418333333255,-100.0,Downtrend,3
PA0185-,BRASIL CACAU-EXTREME REPAIR-SHAMPO 1L,CADIVEU,SOINS CAPILLAIRES,2026,164.8782569,-71.28781007592143,Downtrend,5
HZONETN/9.3,TEINT H ZONE S/A100ML 9.3 NEW,H. ZONE,IALO,2023,164.6946916666667,-121.27637178051512,Downtrend,3
HZOSVOLUM200ML,H.Z OPTION WINDY SHAMPOO VOLUME CHEVEUX FINS 200ML,H. ZONE,IALO,2022,161.85317499999996,-103.41832963784184,Downtrend,2
PA0109,CADIVEU -HAIR REMDEDY SHAMPO -980ML,CADIVEU,SOINS CAPILLAIRES,2026,151.05382766666665,-72.22205581947031,Downtrend,4
HZONETN/7.56,TEINT H ZONE S/A100ML 7.56 NEW,H. ZONE,IALO,2023,149.74382916666667,-126.01218962980755,Downtrend,3
HZONETN/5.55,TEINT H ZONE S/A100ML 5.55 NEW,H. ZONE,IALO,2023,143.84522,-110.41769555000187,Downtrend,3
HZONETN/7.4,TEINT H ZONE S/A100ML 7.4 NEW,H. ZONE,IALO,2023,143.05725416666667,-107.12048232035197,Downtrend,3
PA0338,BRASIL CACAU-ECO KERATINE 300 ML ,CADIVEU,LISSAGE,2024,141.61757799999998,-115.45728106620349,Uptrend,4
HZONETN/5.56,TEINT H ZONE S/A100ML 5.56 NEW,H. ZONE,IALO,2023,135.88184499999997,-109.77454015661993,Downtrend,3
HZONETN/7.35,TEINT H ZONE S/A100ML 7.35 NEW,H. ZONE,IALO,2023,129.78797083333333,-107.82071488882634,Downtrend,3
HZONETN/7.54,TEINT H ZONE S/A100ML 7.54 NEW,H. ZONE,IALO,2023,129.30277166666667,-106.94513036666791,Downtrend,3
HZONETN/8.83,TEINT H ZONE S/A100ML 8.83 NEW,H. ZONE,IALO,2023,120.659975,-109.44035469938463,Downtrend,3
HZONETN/8.3,TEINT H ZONE S/A100ML 8.3 NEW,H. ZONE,IALO,2025,115.29615083333331,-100.54715159317671,Downtrend,4
HZONETN/4.58,TEINT H ZONE S/A100ML 4.58 NEW,H. ZONE,IALO,2023,113.83993833333332,-102.48515240047094,Downtrend,3
HZONETN/5.3,TEINT H ZONE S/A100ML 5.3 NEW,H. ZONE,IALO,2025,109.58990208333331,-101.53153153153154,Uptrend,4
HZONETN/8.34,TEINT H ZONE S/A100ML 8.34 NEW,H. ZONE,IALO,2023,106.96509166666667,-111.21048989255145,Downtrend,3
HZONETN/6.56,TEINT H ZONE S/A100ML 6.56 NEW,H. ZONE,IALO,2023,106.001475,-123.83450605122432,Downtrend,3
HZONETN/6.35,TEINT H ZONE S/A100ML 6.35 NEW,H. ZONE,IALO,2023,100.11788749999998,-108.62794605149631,Downtrend,3
HZONETN/5.35,TEINT H ZONE S/A100ML 5.35 NEW,H. ZONE,IALO,2023,86.47739166666665,-114.41114551083591,Downtrend,3
PA0102,CADIVEU -HAIR REMDEDY CONDITIONNER -980ML,CADIVEU,SOINS CAPILLAIRES,2026,85.37554999999998,-70.71470140567642,Downtrend,2
HZT/C,TEINT IALO CASTAGNA 100ML,H. ZONE,IALO,2024,83.84717258333329,-105.05515113970564,Uptrend,4
HZONETN/6.54,TEINT H ZONE S/A100ML 6.54 NEW,H. ZONE,IALO,2023,74.6491,-116.3145043518897,Downtrend,3
HZONETN/5.58,TEINT H ZONE S/A100ML 5.58 NEW,H. ZONE,IALO,2025,64.73150749999998,-100.9703196347032,Downtrend,4
HZONETN/6.48,TEINT H ZONE S/A100ML 6.48 NEW,H. ZONE,IALO,2025,64.3989058333333,-101.98830409356725,Downtrend,4
HZACMSC500ML,H ZONE ARGAN ACTIVE DEEP MASK 500ML,H. ZONE,IALO,2022,61.62600000000003,0.0,Stable,1
HZCO5V1L,H.Z OXY 5V 1L,H. ZONE,IALO,2025,59.510575000000046,2.675609404298289,Stable,3
HZONETN/5.48,TEINT H ZONE S/A100ML 5.48 NEW,H. ZONE,IALO,2025,44.70245958333333,-103.5978835978836,Uptrend,4
HZONETN/8.4,TEINT H ZONE S/A100ML 8.4 NEW,H. ZONE,IALO,2025,43.48111583333332,-101.53846153846156,Downtrend,4
HZONETN/7.83,TEINT H ZONE S/A100ML 7.83 NEW,H. ZONE,IALO,2025,36.61625749999999,-101.5030946065429,Downtrend,4
HZOMGCF100ML,H.Z OPTION MONLIGHT GEL COIFFANT 100ML,H. ZONE,IALO,2022,35.249500000000005,-127.27272727272727,Downtrend,2
HZONETN/5.61,TEINT H ZONE S/A100ML 5.61 NEW,H. ZONE,IALO,2025,34.66434124999998,-104.57399103139014,Downtrend,4
HZONETN/6.4,TEINT H ZONE S/A100ML 6.4 NEW,H. ZONE,IALO,2025,32.813390416666664,-102.73972602739725,Downtrend,4
HZONETN/4.61,TEINT H ZONE S/A100ML 4.61 NEW,H. ZONE,IALO,2025,31.79423291666665,-101.49122807017545,Downtrend,4
HZONETN/4.48,TEINT H ZONE S/A100ML 4.48 NEW,H. ZONE,IALO,2025,31.196507499999985,-101.8162393162393,Downtrend,4
HZONETN/4.55,TEINT H ZONE S/A100ML 4.55 NEW,H. ZONE,IALO,2023,27.630829166666665,-114.70381836945305,Downtrend,3
HZOSC100ML,H.Z OPTION SOFT CLOUD CREME LISSANTE 100ML,H. ZONE,IALO,2022,27.376800000008146,-176.84210526315786,Downtrend,2
HZT/8.52,TEINT IALO 8.52 100ML,H. ZONE,IALO,2023,14.7263,-160.30065662041494,Downtrend,2
HZOTWCD100ML,H.Z OPTION TWIST CREME CHEVEUX BOUCLES  200ML,H. ZONE,IALO,2022,10.62075000000408,-118.37633731906858,Downtrend,2
HZOVSS200ML,H.Z OPTION WINDY SPRAY VOLUME CHEVEUX FINS 200ML,H. ZONE,IALO,2022,0.501500000000143,-111.0091743119266,Downtrend,2
8006569145680,TEINT IALO 7.52 100ML,H. ZONE,IALO,2023,2.220446049250313e-16,-250.0,Downtrend,2
HZSA500ML,H.Z SHAMPO ANTIGIALLO 500ML,H. ZONE,IALO,2021,-0.1349999999999998,-0.0,Downtrend,1
8006569145826,TEINT IALO ROSSO 100ML,H. ZONE,IALO,2023,-0.5866525000022413,-85.26011560693641,Downtrend,3
8006569716224,TEINT IALO CAPPUCCINO 100ML,H. ZONE,IALO,2022,-6.409900000000001,250.070213761897,Downtrend,2
HZRS,H ZONE REMOVER 1000ML,H. ZONE,IALO,2021,-6.695,-0.0,Downtrend,1
HZS250,H ZONE ARGAN SHINE SPRAY 250ML,H. ZONE,IALO,2021,-16.536,-0.0,Downtrend,1
8006569716217,TEINT IALO MOKA 100ML,H. ZONE,IALO,2024,-17.046397666669897,-85.06789475867873,Downtrend,4
HZT/9.52,TEINT IALO 9.52 100ML,H. ZONE,IALO,2024,-18.406403416666663,-60.85599964033628,Stable,4
HZT/4.57,TEINT IALO 4.57 100ML,H. ZONE,IALO,2024,-20.15467725,324.77037609977793,Downtrend,4
HZT/RR,TEINT IALO ROSSO RAME 100ML,H. ZONE,IALO,2024,-24.070479166669053,-96.84847709994985,Downtrend,3
HZS,H ZONE ARGAN SHINE SPRAY 150ML,H. ZONE,IALO,2021,-26.2,-0.0,Downtrend,1
HZOWGV100ML,H.Z OPTION WINDY GEL VOLUME CHEVEUX FINS 100ML,H. ZONE,IALO,2022,-30.812500000001464,-62.500000000000014,Downtrend,2
HZT/GO,TEINT IALO GIALO ORO100ML,H. ZONE,IALO,2024,-42.299400000000695,-96.42857142857143,Downtrend,2
HZOSGB100ML,H.Z OPTION SUNSET GEL BRILLANT EFFET DORE 100ML,H. ZONE,IALO,2022,-44.4931,-42.528467643410714,Downtrend,2
HZKK,H ZONE KIT KERATINE 5P,H. ZONE,IALO,2021,-45.765,-0.0,Downtrend,1
HZMR,H ZONE MAKE ROUGE 100ML,H. ZONE,IALO,2021,-57.6,-0.0,Downtrend,1
HZT/IG,TEINT IALO INT GIALO 100ML,H. ZONE,IALO,2024,-64.80161583333333,-58.859039820080596,Downtrend,3
